id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,67.5,no_of_special_requests,booking_status
7046,1,0,2,1,0,0,0,163,2018,10,9,1,0,0,0,131.4,1,1
7047,2,0,1,2,0,0,1,103,2018,8,1,1,0,0,0,105.3,0,1
7048,2,0,1,2,0,0,0,130,2018,3,25,1,0,0,0,80.75,1,0
7049,2,0,0,4,0,0,0,116,2018,5,31,1,0,0,0,93.09,0,1
7050,2,0,0,3,0,0,0,193,2018,9,29,1,0,0,0,124.8,1,0
7051,2,0,2,2,0,0,1,141,2018,8,22,1,0,0,0,115.2,0,1
7052,2,0,1,1,0,1,0,48,2017,12,5,1,0,0,0,85.0,0,0
7053,2,0,0,2,0,0,0,59,2017,10,29,0,0,0,0,189.0,0,0
7054,3,0,1,1,2,0,1,133,2018,7,22,1,0,0,0,159.0,0,0
7055,2,1,0,2,0,0,0,12,2018,6,2,1,0,0,0,75.0,0,1
7056,2,0,0,3,0,0,1,4,2017,10,6,0,0,0,0,115.0,0,0
7057,2,0,2,4,2,0,0,346,2018,12,26,0,0,0,0,90.0,1,1
7058,1,0,0,1,2,0,0,301,2018,7,30,0,0,0,0,164.25,0,1
7059,2,1,0,1,2,0,0,184,2018,8,17,0,0,0,0,119.0,0,1
7060,1,0,0,1,0,1,0,19,2018,9,27,2,1,0,5,95.69,0,0
7061,2,0,2,5,1,0,0,161,2018,11,23,1,0,0,0,159.3,2,1
7062,3,0,0,3,0,0,1,58,2018,5,19,1,0,0,0,85.0,0,1
7063,2,0,2,5,0,0,0,81,2018,8,5,0,0,0,0,108.0,0,0
7064,2,0,2,2,1,0,0,109,2018,10,2,1,0,0,0,116.1,0,1
7065,2,0,0,3,1,0,0,103,2018,6,21,1,0,0,0,85.5,2,0
7066,2,0,1,0,1,0,0,146,2018,7,24,1,0,0,0,76.08,1,0
7067,1,0,0,2,0,0,0,69,2018,11,29,1,0,0,0,65.0,1,0
7068,1,0,1,1,0,0,0,0,2017,10,5,0,0,0,0,75.0,0,0
7069,2,0,0,2,0,0,0,70,2018,11,25,0,0,0,0,121.5,1,0
7070,2,1,2,1,0,0,0,126,2018,7,15,1,0,0,0,111.68,1,0
7071,2,0,1,5,0,0,0,103,2018,7,18,1,0,0,0,85.5,0,1
7072,2,0,0,2,1,0,0,229,2018,10,2,1,0,0,0,90.95,0,1
7073,2,0,1,4,0,0,0,189,2018,7,18,1,0,0,0,90.0,1,0
7074,1,0,1,2,0,0,0,10,2017,10,5,0,0,0,0,179.0,0,0
7075,3,0,2,0,2,0,0,1,2018,6,26,1,0,0,0,0.0,2,0
7076,1,0,0,0,0,0,1,3,2017,11,11,4,0,0,0,90.95,0,0
7077,2,0,2,4,0,0,0,218,2018,10,17,1,0,0,0,123.75,1,0
7078,2,1,2,2,0,0,0,188,2018,8,21,1,0,0,0,90.95,1,1
7079,2,0,0,3,0,0,0,198,2018,7,18,1,0,0,0,123.3,1,0
7080,3,0,1,1,0,0,1,60,2018,3,29,1,0,0,0,109.77,0,1
7081,2,0,2,5,0,0,1,189,2018,8,20,1,0,0,0,200.0,1,0
7082,2,0,0,2,0,0,0,0,2017,9,16,1,0,0,0,75.0,0,0
7083,1,0,1,3,0,0,0,75,2018,3,17,0,0,0,0,108.0,0,0
7084,2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,114.3,1,0
7085,2,0,1,1,0,0,0,122,2018,8,8,1,0,0,0,110.0,2,0
7086,1,0,1,2,0,0,1,3,2018,10,12,2,0,0,0,80.0,3,0
7087,2,0,0,3,0,0,0,258,2018,10,16,0,0,0,0,90.95,0,1
7088,2,0,1,3,0,0,1,193,2018,7,15,1,0,0,0,100.0,1,1
7089,2,0,1,2,0,0,0,267,2018,9,30,0,0,0,0,190.0,0,1
7090,1,0,0,1,0,0,0,22,2018,10,22,2,0,0,0,164.0,0,0
7091,2,0,0,2,0,0,1,5,2018,10,7,1,0,0,0,90.67,2,0
7092,2,0,1,2,0,0,0,57,2018,6,10,0,0,0,0,100.3,0,0
7093,2,0,2,5,0,0,0,258,2018,10,7,1,0,0,0,130.5,0,1
7094,3,0,1,3,0,0,1,159,2018,8,29,1,0,0,0,90.0,2,1
7095,2,0,1,3,0,0,0,127,2018,5,30,0,0,0,0,88.5,0,1
7096,2,0,1,3,1,0,0,217,2018,8,22,1,0,0,0,207.9,0,1
7097,2,2,2,1,0,0,3,56,2018,8,19,1,0,0,0,180.0,2,0
7098,2,1,0,1,0,0,0,16,2018,10,16,1,0,0,0,129.95,2,0
7099,2,1,0,4,2,1,0,138,2018,8,23,1,0,0,0,80.75,3,0
7100,2,0,1,2,0,0,0,172,2018,10,23,0,0,0,0,52.0,0,0
7101,2,0,0,2,0,0,0,322,2018,12,9,0,0,0,0,96.3,0,1
7102,2,0,0,2,0,0,1,90,2018,4,12,1,0,0,0,116.1,1,0
7103,2,0,0,2,1,0,0,203,2018,9,27,1,0,0,0,104.65,0,1
7104,2,0,2,1,0,0,4,59,2018,3,25,1,0,0,0,106.0,0,0
7105,1,0,1,1,0,0,4,248,2018,10,31,1,0,0,0,120.0,1,1
7106,2,0,0,2,0,0,0,317,2018,10,1,1,0,0,0,137.7,1,1
7107,3,0,0,1,0,0,1,203,2018,8,27,1,0,0,0,86.4,0,1
7108,1,0,0,1,0,0,0,68,2018,11,27,1,0,0,0,96.3,0,0
7109,2,0,0,3,0,0,0,206,2018,8,8,1,0,0,0,104.0,1,1
7110,2,0,0,2,0,0,0,26,2018,12,16,0,0,0,0,71.0,0,0
7111,1,0,0,4,0,0,0,49,2017,10,30,0,0,0,0,116.45,0,0
7112,2,0,2,3,0,0,1,164,2018,7,17,1,0,0,0,149.4,2,1
7113,2,0,0,1,0,0,1,82,2018,9,16,1,0,0,0,168.3,1,0
7114,2,0,0,3,0,0,1,57,2018,9,15,1,0,0,0,76.67,2,0
7115,2,0,1,2,0,0,0,256,2017,9,14,0,0,0,0,97.0,0,0
7116,2,1,0,1,0,0,1,19,2018,12,30,0,0,0,0,132.6,1,0
7117,2,0,1,3,0,0,1,98,2018,5,9,1,0,0,0,168.3,1,0
7118,3,0,0,2,0,0,1,99,2018,7,19,1,0,0,0,90.0,0,1
7119,2,0,0,4,0,0,0,253,2018,10,4,1,0,0,0,83.66,0,1
7120,2,0,2,5,0,0,0,89,2018,3,21,1,0,0,0,137.0,1,0
7121,3,0,0,1,0,0,1,26,2018,4,20,1,0,0,0,94.5,0,1
7122,2,0,1,2,0,0,0,110,2017,7,25,1,0,0,0,97.54,0,1
7123,2,0,0,1,0,0,2,143,2018,7,25,1,0,0,0,44.6,0,0
7124,2,0,2,1,2,0,0,145,2018,1,3,0,0,0,0,75.0,1,1
7125,2,0,2,0,0,0,0,79,2017,11,13,0,0,0,0,60.0,0,0
7126,2,0,2,3,0,0,1,56,2017,11,12,0,0,0,0,115.0,0,0
7127,2,0,1,1,2,0,0,320,2018,8,18,0,0,0,0,84.65,0,1
7128,2,1,0,2,0,0,0,29,2018,3,23,1,0,0,0,146.7,2,0
7129,2,0,0,2,0,0,1,114,2018,7,7,1,0,0,0,79.0,1,0
7130,1,0,0,2,0,0,0,15,2018,12,15,2,1,1,5,90.95,0,0
7131,2,0,3,7,0,0,0,237,2018,10,13,1,0,0,0,72.25,2,1
7132,2,0,0,3,0,0,0,100,2018,7,16,0,0,0,0,130.05,1,0
7133,3,0,0,4,0,0,1,178,2018,8,22,1,0,0,0,115.0,1,1
7134,2,0,0,2,0,0,0,256,2018,6,15,0,0,0,0,95.0,0,0
7135,1,0,0,1,0,0,0,0,2018,6,23,0,0,0,0,79.0,0,0
7136,2,0,0,1,0,0,0,3,2018,3,14,2,1,2,24,75.0,0,0
7137,2,0,1,3,0,0,0,49,2018,11,23,0,0,0,0,85.5,0,0
7138,2,0,0,1,1,0,0,173,2018,7,25,1,0,0,0,106.0,0,1
7139,1,0,0,2,0,0,1,1,2018,2,17,1,0,0,0,123.3,1,1
7140,2,0,0,3,0,0,1,163,2018,9,23,1,0,0,0,75.0,2,1
7141,1,0,0,2,0,0,0,164,2017,10,2,0,0,0,0,79.2,0,0
7142,2,0,0,2,1,0,0,126,2018,11,25,1,0,0,0,85.0,1,1
7143,2,0,1,4,0,0,0,97,2018,12,30,0,0,0,0,61.0,1,0
7144,2,0,2,2,0,0,0,116,2018,2,28,1,0,0,0,96.3,0,1
7145,2,0,0,3,0,0,0,225,2018,8,22,1,0,0,0,114.75,0,1
7146,2,1,2,6,0,0,0,161,2018,7,1,1,0,0,0,80.75,1,1
7147,2,0,2,3,0,0,0,80,2018,4,24,0,0,0,0,76.12,0,1
7148,1,0,4,5,0,0,0,2,2018,11,27,1,0,0,0,88.01,1,1
7149,2,0,0,3,0,0,0,129,2018,7,20,1,0,0,0,85.5,1,0
7150,2,0,0,1,0,0,0,43,2017,10,13,0,0,0,0,114.75,0,0
7151,2,0,1,5,0,0,0,185,2018,8,12,1,0,0,0,105.3,1,1
7152,2,0,1,1,0,0,0,188,2018,8,13,1,0,0,0,104.55,0,0
7153,2,0,0,5,0,0,1,104,2018,4,1,1,0,0,0,126.75,2,0
7154,2,0,1,5,0,0,1,5,2018,4,4,1,0,0,0,151.2,1,0
7155,2,1,0,3,0,0,1,52,2018,10,7,1,0,0,0,60.0,2,0
7156,2,0,2,1,0,0,0,1,2018,2,20,1,0,0,0,105.0,1,1
7157,3,0,0,3,0,0,0,2,2018,2,11,0,0,0,0,118.0,0,0
7158,2,0,1,2,0,0,0,181,2018,5,11,0,0,0,0,107.61,0,1
7159,2,0,2,5,0,0,0,160,2018,8,23,1,0,0,0,168.3,0,1
7160,3,0,1,3,0,0,1,33,2018,9,5,1,0,0,0,85.5,2,0
7161,2,0,0,3,0,0,0,41,2018,10,24,0,0,0,0,90.95,0,0
7162,2,0,2,2,0,0,0,180,2018,7,31,1,0,0,0,96.3,2,0
7163,2,0,2,2,0,0,0,118,2018,6,20,1,0,0,0,136.52,0,0
7164,2,1,1,0,0,0,1,32,2018,5,14,1,0,0,0,80.75,1,0
7165,2,0,1,2,0,0,0,133,2018,4,25,0,0,0,0,72.25,0,0
7166,2,0,2,6,0,0,0,106,2018,7,2,0,0,0,0,90.95,1,0
7167,2,0,2,5,0,0,0,155,2018,6,28,1,0,0,0,101.5,1,1
7168,2,0,0,2,2,0,0,1,2017,8,14,0,0,0,0,80.75,0,1
7169,2,0,2,2,0,0,0,91,2018,4,11,0,0,0,0,159.3,0,0
7170,3,0,1,1,0,0,1,48,2018,5,9,1,0,0,0,75.0,0,0
7171,2,0,2,0,0,0,0,31,2018,9,25,0,0,0,0,109.1,0,1
7172,2,1,1,2,0,0,0,30,2018,11,3,1,0,0,0,69.29,2,0
7173,2,0,2,5,0,0,0,41,2018,12,27,0,0,0,0,159.3,1,0
7174,3,0,1,2,0,0,1,89,2018,5,13,1,0,0,0,85.0,0,1
7175,1,0,0,1,0,0,0,38,2018,2,12,0,0,0,0,81.0,0,0
7176,1,0,0,1,0,0,0,159,2018,2,19,2,0,0,0,62.18,0,0
7177,1,0,0,3,0,0,0,60,2017,10,9,1,0,0,0,80.75,1,0
7178,1,0,0,3,0,0,0,188,2018,6,2,0,0,0,0,95.0,0,1
7179,2,0,0,1,0,0,2,44,2018,3,23,0,0,0,0,169.0,1,0
7180,2,1,2,2,0,0,0,12,2018,3,25,1,0,0,0,99.45,0,1
7181,2,0,2,3,0,0,0,164,2018,7,31,1,0,0,0,115.0,0,1
7182,2,0,1,1,2,0,0,247,2018,6,1,1,0,0,0,96.28,1,1
7183,2,0,2,4,0,0,0,144,2018,10,28,1,0,0,0,145.69,1,1
7184,2,1,0,2,0,0,0,50,2018,11,16,1,0,0,0,99.45,1,0
7185,2,0,2,5,0,0,0,144,2018,7,23,1,0,0,0,140.4,0,1
7186,2,0,0,2,0,0,1,102,2018,6,3,1,0,0,0,142.0,1,0
7187,2,1,0,1,0,0,0,1,2018,5,19,1,0,0,0,112.28,1,0
7188,2,1,1,2,0,0,0,64,2018,11,18,1,0,0,0,152.0,1,0
7189,3,0,2,0,0,0,1,17,2018,10,3,1,0,0,0,90.0,0,1
7190,2,0,0,3,0,0,0,127,2018,11,12,1,0,0,0,79.2,1,1
7191,1,0,0,1,1,0,0,65,2018,11,20,1,0,0,0,62.83,0,0
7192,2,0,1,5,1,0,0,40,2018,1,25,1,0,0,0,130.0,1,0
7193,1,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,90.0,0,1
7194,1,0,2,1,2,0,0,386,2018,10,23,0,0,0,0,75.38,0,1
7195,2,0,0,3,1,0,0,108,2018,4,7,1,0,0,0,178.8,1,0
7196,2,0,2,1,2,0,0,96,2018,7,8,1,0,0,0,78.0,2,0
7197,2,0,1,3,0,0,0,359,2018,10,14,0,0,0,0,75.0,1,0
7198,2,0,0,2,0,0,0,56,2018,11,18,0,0,0,0,75.0,0,0
7199,2,0,2,2,0,0,0,54,2018,10,30,0,0,0,0,96.3,0,0
7200,2,0,2,2,0,0,0,163,2018,10,28,1,0,0,0,80.0,0,1
7201,1,0,1,1,0,0,0,91,2018,7,11,0,0,0,0,115.1,0,0
7202,3,0,0,3,0,0,1,35,2018,2,27,1,0,0,0,71.0,0,1
7203,2,0,0,4,0,0,0,49,2018,12,30,0,0,0,0,62.8,1,0
7204,2,0,0,1,0,0,0,270,2018,4,20,0,0,0,0,108.0,0,0
7205,2,0,0,1,1,0,0,115,2018,10,27,1,0,0,0,100.3,1,1
7206,2,0,0,2,0,0,0,242,2018,9,8,1,0,0,0,65.0,0,1
7207,1,0,0,3,0,0,0,13,2018,10,6,2,1,3,18,80.75,1,0
7208,2,0,2,2,0,0,0,90,2018,4,16,0,0,0,0,95.69,0,0
7209,2,0,2,5,1,0,0,161,2018,6,9,1,0,0,0,80.75,1,0
7210,2,0,1,2,0,0,0,268,2018,10,9,0,0,0,0,118.8,0,0
7211,2,0,1,4,0,0,0,113,2018,9,21,1,0,0,0,136.0,1,0
7212,1,0,0,2,0,0,1,4,2018,3,9,1,0,0,0,72.76,1,0
7213,2,0,2,2,0,0,0,25,2017,10,11,0,0,0,0,75.0,0,0
7214,2,0,0,3,0,0,0,67,2018,12,1,0,0,0,0,198.0,0,0
7215,2,1,0,2,0,0,3,28,2018,10,7,1,0,0,0,56.0,0,1
7216,1,0,0,3,0,0,0,8,2018,5,1,0,0,0,0,72.0,0,0
7217,1,0,1,2,0,0,0,290,2018,6,17,0,0,0,0,72.25,1,0
7218,2,0,1,2,0,0,0,132,2018,8,1,0,0,0,0,65.45,0,1
7219,2,0,2,4,0,0,1,137,2018,11,14,1,0,0,0,125.1,0,0
7220,2,0,1,1,1,1,0,91,2018,5,21,1,0,0,0,97.92,1,0
7221,1,0,0,1,0,0,0,74,2018,9,24,0,0,0,0,112.2,0,0
7222,2,0,1,4,2,0,0,88,2017,10,5,1,0,0,0,94.5,0,1
7223,2,0,2,1,2,0,0,138,2017,7,29,1,0,0,0,90.6,0,1
7224,1,0,0,2,0,0,0,239,2018,10,15,1,0,0,0,118.8,0,1
7225,2,0,0,3,0,0,0,154,2018,10,6,1,0,0,0,86.0,1,1
7226,2,0,2,1,2,0,0,220,2018,9,17,0,0,0,0,72.25,0,0
7227,2,0,1,2,0,0,0,75,2017,11,13,1,0,0,0,96.0,0,1
7228,1,0,1,3,0,0,0,13,2018,11,3,0,0,0,0,159.0,0,0
7229,2,1,0,2,0,0,0,23,2018,10,2,1,0,0,0,115.2,2,0
7230,2,0,1,1,0,0,0,267,2018,10,1,1,0,0,0,78.0,0,1
7231,2,0,2,3,0,0,0,268,2018,4,8,0,0,0,0,75.0,0,1
7232,2,0,0,3,0,0,0,105,2018,10,12,0,0,0,0,126.0,0,1
7233,3,0,2,0,0,0,1,68,2018,11,24,1,0,0,0,0.0,2,0
7234,2,0,0,0,0,0,0,9,2017,11,11,4,1,0,10,129.2,1,0
7235,1,2,2,3,2,0,1,71,2018,4,9,1,0,0,0,99.45,0,0
7236,2,0,0,4,0,0,0,166,2018,5,1,1,0,0,0,93.0,0,1
7237,1,0,1,0,2,0,0,4,2018,7,24,0,0,0,0,121.5,1,0
7238,2,1,0,1,0,0,0,113,2018,7,12,1,0,0,0,108.68,1,0
7239,2,0,2,5,0,0,0,260,2018,10,22,1,0,0,0,85.0,2,0
7240,1,0,0,3,0,0,0,32,2018,10,25,0,0,0,0,115.0,0,0
7241,2,0,1,1,0,0,0,301,2018,8,18,0,0,0,0,69.57,0,1
7242,2,0,1,4,0,0,1,50,2018,2,5,1,0,0,0,0.0,2,1
7243,1,1,1,2,2,0,0,4,2018,10,12,1,0,0,0,198.98,0,0
7244,2,0,2,4,0,0,5,103,2018,5,18,1,0,0,0,242.77,1,1
7245,2,2,2,3,0,0,5,41,2018,10,10,1,0,0,0,75.0,1,0
7246,2,0,0,3,0,0,0,68,2018,12,31,0,0,0,0,91.48,0,0
7247,2,0,2,3,0,0,1,151,2018,10,6,1,0,0,0,121.5,0,1
7248,2,1,0,3,0,0,0,195,2018,8,12,1,0,0,0,180.0,1,1
7249,2,0,2,0,0,0,0,19,2018,9,25,1,0,0,0,130.5,1,1
7250,2,1,0,3,0,0,0,178,2018,8,7,1,0,0,0,68.0,0,1
7251,2,0,0,3,0,0,0,42,2018,11,25,0,0,0,0,156.0,1,0
7252,2,1,0,3,0,0,1,7,2018,6,17,1,0,0,0,159.3,2,0
7253,3,0,0,3,0,0,1,93,2018,5,13,1,0,0,0,110.0,1,1
7254,1,0,2,2,0,0,0,245,2018,7,6,1,0,0,0,76.23,0,1
7255,2,0,0,2,1,0,0,273,2018,12,31,1,0,0,0,65.0,0,1
7256,2,0,1,5,0,0,0,60,2017,10,12,0,0,0,0,78.0,0,0
7257,2,0,2,3,0,0,0,303,2018,8,15,0,0,0,0,67.0,1,0
7258,1,0,2,7,0,0,0,2,2018,11,25,2,1,0,1,88.0,1,0
7259,1,0,0,2,0,0,0,7,2018,12,21,2,1,0,10,128.7,1,0
7260,2,0,2,4,0,0,1,184,2018,10,17,1,0,0,0,187.85,2,1
7261,2,2,2,1,0,0,3,159,2018,6,26,1,0,0,0,137.7,0,1
7262,3,0,0,3,0,0,1,63,2018,4,12,1,0,0,0,168.3,1,0
7263,2,0,0,1,0,0,1,36,2018,7,12,1,0,0,0,76.0,1,0
7264,1,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,72.25,0,1
7265,2,0,1,5,0,0,0,195,2018,7,8,0,0,0,0,63.75,0,0
7266,2,0,1,1,1,0,0,63,2018,7,9,0,0,0,0,195.0,0,1
7267,2,0,2,0,0,0,0,2,2018,9,4,1,0,0,0,80.1,1,0
7268,2,0,1,0,1,0,0,183,2018,10,28,1,0,0,0,72.25,1,1
7269,2,0,2,1,0,0,0,144,2018,8,23,0,0,0,0,131.4,0,0
7270,2,0,1,1,0,1,1,102,2018,7,2,1,0,0,0,85.61,1,0
7271,2,0,2,5,1,0,0,119,2018,6,28,1,0,0,0,96.3,1,0
7272,2,0,1,2,0,0,0,130,2018,6,27,1,0,0,0,94.5,2,0
7273,2,0,2,1,2,0,0,145,2017,8,12,0,0,0,0,122.4,0,0
7274,2,0,0,3,0,0,1,183,2018,10,4,1,0,0,0,170.63,0,1
7275,3,0,2,3,0,0,3,36,2018,12,25,1,0,0,0,96.3,2,0
7276,2,0,1,2,0,0,0,113,2018,4,25,1,0,0,0,168.3,0,0
7277,2,2,0,1,0,0,3,155,2018,7,28,1,0,0,0,85.5,1,1
7278,2,0,1,2,0,0,0,57,2018,4,18,0,0,0,0,80.75,0,0
7279,2,0,2,1,1,0,0,97,2018,10,30,1,0,0,0,142.2,0,1
7280,3,0,0,1,0,0,1,45,2018,9,1,1,0,0,0,75.0,1,0
7281,2,0,0,2,0,0,0,64,2018,5,17,0,0,0,0,95.4,0,0
7282,2,0,1,3,0,0,1,199,2018,5,2,1,0,0,0,126.3,1,1
7283,3,0,0,3,0,0,1,39,2018,3,25,1,0,0,0,98.1,2,0
7284,1,0,0,1,1,0,0,209,2018,10,5,1,0,0,0,234.0,1,0
7285,2,0,2,1,0,0,3,27,2018,9,18,1,0,0,0,132.3,2,0
7286,2,0,2,3,0,0,1,103,2018,10,9,1,0,0,0,149.4,2,1
7287,2,0,0,4,0,0,1,53,2018,9,28,1,0,0,0,89.0,1,1
7288,2,0,0,0,0,0,0,146,2018,12,3,0,0,0,0,109.25,0,0
7289,2,0,1,3,0,0,0,110,2018,5,25,1,0,0,0,67.5,1,0
7290,2,0,1,5,0,0,2,33,2017,8,24,0,0,0,0,87.67,0,0
7291,2,0,2,5,0,0,0,107,2018,6,28,1,0,0,0,127.33,0,0
7292,2,0,1,3,0,0,0,71,2018,9,22,0,0,0,0,115.0,0,1
7293,2,0,1,2,2,0,0,320,2018,8,18,0,0,0,0,114.33,1,1
7294,2,0,0,3,0,0,0,140,2018,8,31,1,0,0,0,109.65,1,0
7295,2,0,2,5,1,0,0,122,2018,6,13,1,0,0,0,70.0,0,0
7296,2,0,0,4,0,0,0,92,2017,10,11,0,0,0,0,112.0,0,0
7297,2,0,0,3,2,0,0,377,2018,10,14,1,0,0,0,187.85,1,1
7298,2,2,0,4,0,0,3,44,2018,6,28,1,0,0,0,125.0,1,0
7299,3,0,0,1,0,0,0,7,2018,3,30,0,0,0,0,90.0,0,0
7300,2,0,0,2,0,0,0,121,2018,6,24,1,0,0,0,90.95,0,1
7301,2,0,0,4,0,0,0,226,2018,8,30,1,0,0,0,197.0,1,0
7302,3,0,0,1,0,0,1,9,2018,7,8,1,0,0,0,113.6,3,0
7303,1,0,2,2,0,0,0,133,2018,10,11,1,0,0,0,80.75,0,0
7304,2,0,1,1,0,0,0,247,2018,6,6,0,0,0,0,74.15,0,0
7305,1,1,1,0,0,0,0,73,2018,4,26,1,0,0,0,85.5,1,0
7306,2,0,2,1,0,0,0,70,2018,4,3,0,0,0,0,127.16,0,0
7307,2,0,2,5,0,0,1,40,2018,9,11,1,0,0,0,89.25,0,1
7308,2,0,2,2,0,0,0,229,2018,10,22,1,0,0,0,97.75,1,0
7309,2,1,2,3,0,0,0,81,2018,7,9,0,0,0,0,95.0,1,0
7310,1,0,0,2,0,0,0,192,2018,6,25,0,0,0,0,116.1,0,0
7311,2,0,0,3,0,0,0,192,2018,9,15,1,0,0,0,133.11,1,0
7312,3,0,2,3,0,1,1,256,2018,10,19,1,0,0,0,130.0,2,0
7313,2,0,0,3,0,0,1,48,2018,9,14,0,0,0,0,96.0,0,0
7314,1,0,2,1,2,0,0,221,2018,10,10,0,0,0,0,99.45,0,0
7315,2,0,2,2,0,0,0,175,2018,8,17,1,0,0,0,90.0,1,0
7316,2,0,1,2,0,0,0,91,2018,4,4,0,0,0,0,94.5,0,0
7317,2,0,2,1,1,0,0,146,2018,8,27,1,0,0,0,92.93,1,0
7318,2,0,2,5,0,0,2,11,2018,8,1,1,0,0,0,92.0,0,1
7319,2,0,2,1,2,0,0,1,2017,12,5,0,0,0,0,125.0,0,0
7320,2,0,2,1,0,0,0,103,2018,12,31,0,0,0,0,77.0,1,0
7321,1,0,1,2,0,0,0,6,2017,10,12,0,0,0,0,80.0,0,0
7322,2,0,1,2,0,0,0,0,2017,9,21,0,0,0,0,45.0,0,0
7323,1,0,0,3,0,0,0,0,2018,1,8,0,0,0,0,85.0,0,0
7324,2,0,0,2,0,0,0,304,2018,12,3,0,0,0,0,130.0,0,0
7325,1,0,0,2,0,0,0,188,2018,6,15,1,0,0,0,114.3,1,1
7326,2,0,0,1,0,0,0,154,2018,8,7,1,0,0,0,94.5,0,1
7327,2,0,0,3,1,0,0,117,2018,5,1,1,0,0,0,85.0,2,0
7328,2,0,2,5,1,0,0,81,2018,9,4,0,0,0,0,48.6,1,1
7329,2,0,1,2,1,0,0,91,2018,4,4,1,0,0,0,78.0,0,1
7330,2,0,2,3,0,0,0,359,2018,10,14,0,0,0,0,162.0,3,0
7331,2,2,0,1,1,0,3,1,2017,8,20,1,0,0,0,80.0,2,0
7332,2,0,0,2,0,0,0,17,2017,10,29,0,0,0,0,78.54,0,0
7333,2,0,6,15,0,0,1,45,2017,10,14,1,0,0,0,75.0,1,0
7334,1,0,1,1,0,0,0,75,2018,4,6,0,0,0,0,119.85,0,1
7335,2,0,3,6,0,0,0,230,2018,9,26,1,0,0,0,99.45,1,1
7336,2,0,1,3,0,0,0,178,2018,8,6,1,0,0,0,167.95,0,1
7337,2,2,1,3,0,1,3,217,2018,8,3,1,0,0,0,86.35,1,0
7338,2,0,2,2,0,0,0,136,2018,7,3,0,0,0,0,119.85,0,0
7339,2,0,2,5,0,0,0,119,2018,6,29,1,0,0,0,75.0,2,0
7340,2,0,0,2,0,0,0,52,2017,11,19,0,0,0,0,128.7,0,0
7341,3,0,1,4,0,0,1,79,2018,3,28,1,0,0,0,126.9,0,1
7342,2,0,0,3,0,1,0,126,2018,6,2,1,0,0,0,143.29,1,0
7343,2,2,2,4,0,0,3,175,2018,8,31,1,0,0,0,76.5,0,1
7344,2,0,2,5,0,0,0,69,2017,7,12,1,0,0,0,85.5,1,1
7345,2,0,0,2,1,0,0,149,2018,8,28,1,0,0,0,90.0,2,0
7346,2,0,0,1,0,0,0,71,2017,9,9,2,0,0,0,221.18,0,0
7347,2,2,1,3,2,0,3,86,2018,10,24,1,0,0,0,96.3,0,1
7348,2,0,1,2,0,0,0,124,2018,4,29,1,0,0,0,79.2,0,1
7349,2,0,0,2,1,0,0,150,2018,12,2,1,0,0,0,147.0,0,1
7350,0,2,0,4,0,0,4,13,2018,8,5,2,0,0,0,89.25,0,0
7351,2,0,0,2,0,0,0,190,2018,9,15,1,0,0,0,119.07,1,1
7352,2,0,2,1,0,0,1,81,2018,10,2,1,0,0,0,100.0,0,1
7353,2,0,1,3,0,0,0,78,2018,3,25,0,0,0,0,65.0,0,1
7354,2,0,1,1,0,0,0,159,2017,10,29,0,0,0,0,156.3,1,1
7355,3,0,2,1,0,1,1,84,2018,7,31,1,0,0,0,71.4,2,0
7356,2,0,0,2,0,0,0,69,2017,9,30,0,0,0,0,97.75,0,0
7357,3,0,1,3,0,0,1,109,2018,12,21,1,0,0,0,75.0,1,0
7358,2,0,0,3,0,0,0,44,2018,2,5,0,0,0,0,95.0,0,1
7359,1,0,1,1,0,0,0,180,2018,1,23,0,0,0,0,53.58,0,0
7360,2,0,0,2,0,0,0,24,2017,12,18,1,0,0,0,88.77,1,0
7361,2,0,0,1,0,0,2,137,2018,7,2,1,0,0,0,97.75,2,0
7362,2,0,1,3,0,0,0,118,2018,4,28,1,0,0,0,95.0,0,0
7363,2,0,1,3,0,0,0,146,2018,4,24,0,0,0,0,139.95,0,1
7364,3,0,1,3,0,0,1,49,2018,9,5,1,0,0,0,113.4,0,0
7365,2,0,2,3,0,0,0,185,2018,10,8,1,0,0,0,158.4,2,1
7366,3,0,0,1,0,0,1,58,2018,10,27,1,0,0,0,198.9,2,1
7367,2,2,1,4,0,0,3,77,2018,6,3,1,0,0,0,130.0,0,1
7368,1,0,0,1,0,0,0,64,2018,5,17,1,0,0,0,86.5,0,0
7369,2,0,0,3,0,0,0,46,2018,3,7,0,0,0,0,139.13,0,0
7370,2,0,0,3,0,0,3,0,2017,8,21,1,0,0,0,112.5,0,0
7371,1,0,2,1,0,0,0,100,2018,7,3,1,0,0,0,60.0,0,0
7372,2,1,0,1,0,0,0,47,2017,11,1,0,0,0,0,79.2,1,0
7373,2,0,1,3,1,0,0,96,2018,12,8,1,0,0,0,60.0,2,0
7374,2,0,2,1,0,0,0,54,2017,11,11,0,0,0,0,108.0,1,0
